type,countryName,countryCode,mcc,mnc,brand,operator,status,bands,notes
National,Canada,CA,302,420,ABC,A.B.C. Allen Business Communications Ltd.,Operational,TD-LTE 3500,British Columbia
National,Canada,CA,302,480,Qiniq,SSi Connexions,Operational,GSM 1900 / LTE 2600,Nunavut
National,Canada,CA,302,490,Freedom Mobile,Shaw Communications,Operational,UMTS 1700 / LTE 700 / LTE 1700 / LTE 2600,"Former Wind Mobile; LTE bands 13, 4, 66, 7"
National,Canada,CA,302,491,Freedom Mobile,Shaw Communications,Unknown,Unknown,
National,Canada,CA,302,500,Videotron,Videotron,Operational,UMTS 1700 / LTE 700 / LTE 1700,"LTE bands 13, 4"
National,Canada,CA,302,510,Videotron,Videotron,Operational,UMTS 1700 / LTE 700 / LTE 1700,"LTE bands 13, 4"
National,Canada,CA,302,520,Videotron,Videotron,Unknown,Unknown,
National,Canada,CA,302,530,Keewaytinook Mobile,Keewaytinook Okimakanak Mobile,Operational,GSM,Northwestern Ontario; also spelled Keewatinook Okimacinac
National,Canada,CA,302,540,,Rovvr Communications Inc.,Unknown,Unknown,
National,Canada,CA,302,550,,Star Solutions International Inc.,Unknown,LTE?,Private LTE
National,Canada,CA,302,560,Lynx Mobility,Lynx Mobility,Not operational,CDMA / GSM,"Northern Quebec, Nunavut, Labrador"
National,Canada,CA,302,570,LightSquared,LightSquared,Unknown,Unknown,
National,Canada,CA,302,590,Quadro Mobility,Quadro Communications Co-op,Operational,Unknown,Southwestern Ontario
National,Canada,CA,302,600,,Iristel,Unknown,Unknown,
National,Canada,CA,302,610,Bell Mobility,Bell Mobility,Operational,UMTS 850 / UMTS 1900 / LTE 700 / LTE 1700 / LTE 1900 / LTE 2600,"Used in IMSI to identify Bell subscribers on shared network 302-880; LTE bands 17, 29, 4, 2, 7"
National,Canada,CA,302,620,ICE Wireless,ICE Wireless,Operational,UMTS 850 / GSM 1900 / LTE 850 / LTE 1900,Northern Canada
National,Canada,CA,302,630,Aliant Mobility,Bell Aliant,Unknown,Unknown,
National,Canada,CA,302,640,Bell,Bell Mobility,Not operational,CDMA 800 / CDMA 1900,CDMA shut down in April 2019
National,Canada,CA,302,650,TBaytel,Thunder Bay Telephone,Operational,UMTS 850 / UMTS 1900 / LTE 2600,
National,Canada,CA,302,652,,BC Tel Mobility (Telus),Not operational,CDMA2000,CDMA shut down 31 May 2017; MNC withdrawn
National,Canada,CA,302,653,Telus,Telus Mobility,Not operational,CDMA 800 / CDMA 1900,CDMA shut down 31 May 2017; MNC withdrawn
National,Canada,CA,302,655,MTS,Bell MTS,Not operational,CDMA 800 / CDMA 1900,former Manitoba Telephone System;  CDMA shut down 30 Apr 2019; MNC withdrawn
National,Canada,CA,302,656,TBay,Thunder Bay Telephone Mobility,Not operational,CDMA,CDMA shut down 1 October 2014; MNC withdrawn
National,Canada,CA,302,657,Telus,Telus Mobility,Not operational,CDMA 800 / CDMA 1900,CDMA shut down 31 May 2017; MNC withdrawn
National,Canada,CA,302,660,MTS,Bell MTS,Operational,UMTS 850 / UMTS 1900 / LTE 1700,
National,Canada,CA,302,670,CityTel Mobility,CityWest,Unknown,Unknown,
National,Canada,CA,302,680,SaskTel,SaskTel Mobility,Operational,TD-LTE 2600,CDMA 850 shut down 5 July 2017
National,Canada,CA,302,690,Bell,Bell Mobility,Operational,UMTS 850 / UMTS 1900,
National,Canada,CA,302,701,,MB Tel Mobility,Not operational,CDMA2000,MNC withdrawn
National,Canada,CA,302,702,,MT&T Mobility (Aliant),Not operational,CDMA2000,MNC withdrawn
National,Canada,CA,302,703,,New Tel Mobility (Aliant),Not operational,CDMA2000,MNC withdrawn
National,Canada,CA,302,710,Globalstar,,Operational,Satellite CDMA,
National,Canada,CA,302,720,Rogers Wireless,Rogers Communications,Operational,GSM 850 / GSM 1900 / UMTS 850 / UMTS 1900 / LTE 700 / LTE 1700 / LTE 2600 / 5G 2500,"former Rogers AT&T Wireless; LTE bands 12, 4, 7; GSM to shut down 31 Dec 2020"
National,Canada,CA,302,721,Rogers Wireless,Rogers Communications,Unknown,Unknown,
National,Canada,CA,302,730,TerreStar Solutions,TerreStar Networks,Unknown,Unknown,
National,Canada,CA,302,740,Shaw Telecom,Shaw Communications,Not operational,Unknown,
National,Canada,CA,302,750,SaskTel,SaskTel Mobility,Unknown,Unknown,
National,Canada,CA,302,760,Public Mobile,Telus Mobility,Operational,MVNO,"Acquired by Telus, CDMA network shut down 2014"
National,Canada,CA,302,770,TNW Wireless,TNW Wireless Inc.,Operational,UMTS 850,Former Rural Com; national coverage based on iPCS technology and Wi-Nodes
National,Canada,CA,302,780,SaskTel,SaskTel Mobility,Operational,UMTS 850 / UMTS 1900 / LTE 700 / LTE 1700,"Saskatchewan; LTE bands 13, 4"
National,Canada,CA,302,790,,NetSet Communications,Operational,WiMAX / TD-LTE 3500,Manitoba
National,Canada,CA,302,820,Rogers Wireless,Rogers Communications,Unknown,Unknown,
National,Canada,CA,302,860,Telus,Telus Mobility,Unknown,Unknown,
National,Canada,CA,302,880,Bell / Telus / SaskTel,"Shared Telus, Bell, and SaskTel",Operational,UMTS 850 / UMTS 1900,
National,Canada,CA,302,920,Rogers Wireless,Rogers Communications,Not operational,Unknown,MNC withdrawn
National,Canada,CA,302,940,Wightman Mobility,Wightman Telecom,Operational,UMTS 850 / UMTS 1900,
National,Canada,CA,302,990,,Ericsson Canada,Unknown,Unknown,For testing
National,Canada,CA,302,991,,Halton Regional Police Service,Unknown,Unknown,For testing
National,Canada,CA,302,996,,Powertech Labs,Unknown,Unknown,For testing
National,Canada,CA,302,997,,Powertech Labs,Unknown,Unknown,For testing
National,Canada,CA,302,998,,Powertech Labs,Unknown,Unknown,For testing
National,Cayman Islands (United Kingdom),KY,346,001,Logic,WestTel Ltd.,Unknown,Unknown,
National,Cayman Islands (United Kingdom),KY,346,140,FLOW,Cable & Wireless (Cayman Islands) Limited,Operational,GSM 850 / GSM 1900 / UMTS 850 / LTE 700 / LTE 1900,LTE bands 17 / 2
National,Cayman Islands (United Kingdom),KY,346,050,Digicel,Digicel Cayman Ltd.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,
National,Cuba,CU,368,01,CUBACEL,"Empresa de Telecomunicaciones de Cuba, SA",Operational,GSM 900 / GSM 850 / UMTS 900,"GSM 850 only available in limited areas (Havana, Varadero, Trinidad and Cayo Coco)"
National,Dominica,DM,366,020,Digicel,Digicel Group Limited,Operational,GSM 900 / GSM 1900 / UMTS 900 / UMTS 1800 / UMTS 1900 / LTE 700,Former Orange Dominica
National,Dominica,DM,366,110,FLOW,Cable &  Wireless,Operational,GSM 850 / UMTS 850 / LTE 700,
National,Dominican Republic,DO,370,01,Altice,Altice Group,Operational,GSM 900 / GSM 1800 / GSM 1900 / UMTS 900 / LTE 1800,Former Orange Dominicana
National,Dominican Republic,DO,370,02,Claro,Compañía Dominicana de Teléfonos,Operational,GSM 850 / GSM 1900 / UMTS 850 / LTE 1700,CDMA 1900 shut down in 2014
National,Dominican Republic,DO,370,03,Altice,Altice Group,Operational,AMPS / CDMA 850,"Former Tricom, S.A, 1900 MHz spectrum returned to regulator"
National,Dominican Republic,DO,370,04,Viva,"Trilogy Dominicana, S.A.",Operational,CDMA 1900 / GSM 1900,Former Centennial Dominicana
National,Dominican Republic,DO,370,05,Wind,"WIND Telecom, S.A",Operational,TD-LTE 2600,LTE band 38
National,French Antilles (France),BL/GF/GP/MF/MQ,340,01,Orange,Orange Caraïbe Mobiles,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100,"Guadeloupe, French Guiana, Martinique, Saint Barthélemy, Saint Martin"
National,French Antilles (France),BL/GF/GP/MF/MQ,340,02,SFR Caraïbe,Outremer Telecom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,"Guadeloupe, French Guiana, Martinique; former Only"
National,French Antilles (France),BL/GF/GP/MF/MQ,340,03,Chippie,UTS Caraïbe,Operational,GSM 900 / GSM 1800 / UMTS / LTE 1800,"Saint Barthélemy, Saint Martin; former Telcell"
National,French Antilles (France),BL/GF/GP/MF/MQ,340,08,Dauphin,Dauphin Telecom,Operational,GSM 900 / GSM 1800 / UMTS / LTE,"Saint Barthélemy, Saint Martin"
National,French Antilles (France),BL/GF/GP/MF/MQ,340,09,Free,Free Mobile,Unknown,Unknown,Guadeloupe
National,French Antilles (France),BL/GF/GP/MF/MQ,340,10,,Guadeloupe Téléphone Mobile,Not operational,Unknown,
National,French Antilles (France),BL/GF/GP/MF/MQ,340,11,,Guyane Téléphone Mobile,Not operational,Unknown,
National,French Antilles (France),BL/GF/GP/MF/MQ,340,12,,Martinique Téléphone Mobile,Not operational,Unknown,
National,French Antilles (France),BL/GF/GP/MF/MQ,340,20,Digicel,DIGICEL Antilles Française Guyane,Operational,GSM 900 / UMTS 2100,"Guadeloupe, French Guiana, Martinique, Saint Barthélemy, Saint Martin; former Bouygues Telecom Caraïbes"
National,Grenada,GD,352,030,Digicel,Digicel Grenada Ltd.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE,Also uses MCC 338 MNC 05 (Jamaica)
National,Grenada,GD,352,110,FLOW,Cable & Wireless Grenada Ltd.,Operational,GSM 850 / LTE,
National,Guam (United States of America),GU,310,032,IT&E Wireless,"IT&E Overseas, Inc",Operational,CDMA 1900 / GSM 1900 / LTE 700,
National,Guam (United States of America),GU,310,033,,Guam Telephone Authority,Unknown,Unknown,
National,Guam (United States of America),GU,310,140,GTA Wireless,"Teleguam Holdings, LLC",Operational,GSM 850 / GSM 1900 / UMTS 850 / LTE 1700,Previously called Guam Telephone Authority mPulse
National,Guam (United States of America),GU,310,370,Docomo,NTT DoCoMo Pacific,Operational,GSM 1900 / UMTS 850 / LTE 700,"Formerly HafaTEL, then Guamcell; CDMA 850 shut down in late 2010"
National,Guam (United States of America),GU,310,400,iConnect,Wave Runner LLC,Operational,GSM 1900 / UMTS 1900 / LTE 700,
National,Guam (United States of America),GU,310,470,Docomo,NTT DoCoMo Pacific,Unknown,Unknown,
National,Guam (United States of America),GU,310,480,iConnect,Wave Runner LLC,Operational,iDEN,
National,Guam (United States of America),GU,311,120,iConnect,Wave Runner LLC,Operational,Unknown,
National,Guam (United States of America),GU,311,250,iConnect,Wave Runner LLC,Operational,Unknown,
National,Haiti,HT,372,01,Voila,Communication Cellulaire d'Haiti S.A.,Not operational,GSM 850,Sold to Digicel in 2012
National,Haiti,HT,372,02,Digicel,Unigestion Holding S.A.,Operational,GSM 1800,
National,Haiti,HT,372,03,Natcom,NATCOM S.A.,Operational,GSM 900 / GSM 1800 / UTMS 2100 / LTE 800,60% owned by Viettel
National,Jamaica,JM,338,020,FLOW,LIME (Cable & Wireless),Not operational,Unknown,MNC withdrawn
National,Jamaica,JM,338,040,Caricel,Symbiote Investment Limited,Unknown,LTE,
National,Jamaica,JM,338,050,Digicel,Digicel (Jamaica) Limited,Operational,GSM 900 / GSM 1800 / UMTS 850 / LTE 700 / LTE 1700 / CDMA 1900,
National,Jamaica,JM,338,070,Claro,Oceanic Digital Jamaica Limited,Not operational,GSM / UMTS / CDMA,shut down 2012
National,Jamaica,JM,338,110,FLOW,Cable & Wireless Communications,Operational,Unknown,
National,Jamaica,JM,338,180,FLOW,Cable & Wireless Communications,Operational,GSM 850 / GSM 1900 / UMTS 850 / UMTS 1900 / LTE 700 / LTE 1700 / LTE 1900,
National,Mexico,MX,334,001,,"Comunicaciones Digitales Del Norte, S.A. de C.V.",Unknown,Unknown,
National,Mexico,MX,334,010,AT&T,AT&T Mexico,Operational,iDEN 800,Former Nextel
National,Mexico,MX,334,020,Telcel,América Móvil,Operational,GSM 1900 / UMTS 850 / UMTS 1900 / LTE 1700 / LTE 2600,former Radiomóvil Dipsa
National,Mexico,MX,334,030,Movistar,Telefónica,Operational,MVNO,"former Pegaso PCS; MVNO on AT&T, own spectrum returned"
National,Mexico,MX,334,040,Unefon,AT&T Mexico,Not operational,CDMA2000 800 / CDMA2000 1900,Shut down 2016
National,Mexico,MX,334,050,AT&T / Unefon,AT&T Mexico,Operational,GSM 850 / GSM 1900 / UMTS 850 / UMTS 1900 / UMTS 1700 / LTE 850 / LTE 1700,Former Iusacell
National,Mexico,MX,334,060,,"Servicios de Acceso Inalambrico, S.A. de C.V.",Unknown,Unknown,
National,Mexico,MX,334,066,,"Telefonos de México, S.A.B. de C.V.",Unknown,Unknown,
National,Mexico,MX,334,070,Unefon,AT&T Mexico,Unknown,Unknown,
National,Mexico,MX,334,080,Unefon,AT&T Mexico,Unknown,Unknown,
National,Mexico,MX,334,090,AT&T,AT&T Mexico,Operational,UMTS 1700 / LTE 850 / LTE 1700,Former Nextel
National,Mexico,MX,334,100,,Telecomunicaciones de México,Unknown,Unknown,
National,Mexico,MX,334,110,,"Maxcom Telecomunicaciones, S.A.B. de C.V.",Unknown,MVNO,
National,Mexico,MX,334,120,,"Quickly Phone, S.A. de C.V.",Unknown,MVNO,
National,Mexico,MX,334,130,,"Axtel, S.A.B. de C.V.",Unknown,Unknown,
National,Mexico,MX,334,140,Altan Redes,Altán Redes S.A.P.I. de C.V.,Operational,LTE 700,Red compartida
National,Mexico,MX,334,150,Ultranet,"Ultravisión, S.A. de C.V.",Operational,LTE 2600,
National,Montserrat (United Kingdom),MS,354,860,FLOW,Cable & Wireless,Operational,GSM 850,
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,31,,Eutel N.V.,Unknown,GSM,Sint Eustatius
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,33,,WICC N.V.,Unknown,GSM,
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,51,Telcell,Telcell N.V.,Operational,GSM 900 / UMTS 2100 / LTE 1800,Sint Maarten
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,54,ECC,East Caribbean Cellular,Operational,GSM 900 / GSM 1800,
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,59,Chippie,United Telecommunication Service N.V. (UTS),Operational,GSM 900 / GSM 1800,"Bonaire, Saba, Sint Eustatius, Sint Maarten; former Radcomm N.V."
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,60,Chippie,United Telecommunication Service N.V. (UTS),Operational,UMTS 2100 / LTE 1800,"Bonaire, Saba, Sint Eustatius, Sint Maarten; former Radcomm N.V."
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,63,,CSC N.V.,Unknown,Unknown,
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,68,Digicel,Curaçao Telecom N.V.,Operational,UMTS 2100 / LTE 1800,Curaçao
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,69,Digicel,Curaçao Telecom N.V.,Operational,GSM 900 / GSM 1800,Curaçao
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,74,,PCS N.V.,Unknown,Unknown,
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,76,Digicel,Antiliano Por N.V.,Operational,GSM 900 / UMTS 2100 / LTE 1800,Bonaire
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,78,Telbo,Telefonia Bonairiano N.V.,Operational,UMTS 900 / LTE 1800,Bonaire
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,91,Chippie,United Telecommunication Service N.V. (UTS),Operational,GSM 900 / GSM 1800 / UMTS 850 / UMTS 2100 / LTE 1800,Curaçao; former Setel N.V.
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,94,Bayòs,Bòbò Frus N.V.,Operational,TDMA PCS,Mobile Solutions
National,Former Netherlands Antilles (Kingdom of the Netherlands),BQ/CW/SX,362,95,MIO,E.O.C.G. Wireless,Not operational,CDMA2000 850,former GSM Caribbean N.V.; bankrupt in 2013
National,Northern Mariana Islands (United States of America),MP,310,110,IT&E Wireless,PTI Pacifica Inc.,Operational,CDMA / GSM 850 / LTE 700,
National,Northern Mariana Islands (United States of America),MP,310,370,Docomo,NTT DoCoMo Pacific,Operational,GSM 1900 / UMTS / LTE,
National,Puerto Rico,PR,330,000,Open Mobile,PR Wireless,Operational,CDMA 1900,
National,Puerto Rico,PR,330,110,Claro Puerto Rico,América Móvil,Operational,GSM 850 / GSM 1900 / UMTS 850 / LTE 700 / LTE 1700,
National,Puerto Rico,PR,330,120,Open Mobile,PR Wireless,Operational,LTE 700,
National,Saint Kitts and Nevis,KN,356,050,Digicel,Wireless Ventures (St Kitts-Nevis) Limited,Operational,GSM 900 / GSM 1800 / LTE 700,
National,Saint Kitts and Nevis,KN,356,070,Chippie,UTS,Operational,,
National,Saint Kitts and Nevis,KN,356,110,FLOW,Cable & Wireless St. Kitts & Nevis Ltd,Operational,GSM 850 / GSM 1900 / LTE 700,
National,Saint Lucia,LC,338,050,Digicel,Digicel,Operational,GSM 900 / GSM 1800 / GSM 1900 / LTE 700,uses Jamaica MCC
National,Saint Lucia,LC,358,110,FLOW,Cable &  Wireless,Operational,GSM 850 / LTE 700,
National,Saint Pierre and Miquelon (France),PM,308,01,Ameris,St. Pierre-et-Miquelon Télécom,Operational,GSM 900,
National,Saint Pierre and Miquelon (France),PM,308,02,GLOBALTEL,GLOBALTEL,Operational,GSM 900 / LTE 800,
National,Saint Vincent and the Grenadines,VC,360,050,Digicel,Digicel (St. Vincent and the Grenadines) Limited,Operational,GSM 900 / GSM 1800 / GSM 1900 / LTE 700,
National,Saint Vincent and the Grenadines,VC,360,100,Cingular Wireless,,Unknown,GSM 850,
National,Saint Vincent and the Grenadines,VC,360,110,FLOW,Cable & Wireless (St. Vincent & the Grenadines) Ltd,Operational,GSM 850,
National,Trinidad and Tobago,TT,374,12,bmobile,TSTT,Operational,GSM 850 / GSM 1900 / UMTS 850 / UMTS 1900 / LTE 1900 / TD-LTE 2500 / 5G 2500,LTE bands 2 / 41
National,Trinidad and Tobago,TT,374,13,Digicel,Digicel (Trinidad & Tobago) Limited,Not operational,GSM 850 / GSM 1900 / UMTS 850 / UMTS 1900,
National,Trinidad and Tobago,TT,374,130,Digicel,Digicel (Trinidad & Tobago) Limited,Operational,GSM 850 / GSM 1900 / UMTS 850 / UMTS 1900 / LTE 700 / LTE 1700 / LTE 1900,LTE bands 28 / 4 / 2
National,Trinidad and Tobago,TT,374,140,Laqtel,LaqTel Ltd.,Not operational,CDMA,Shut down 2008
National,Turks and Caicos Islands,TC,338,050,Digicel,Digicel (Turks & Caicos) Limited,Operational,GSM 900 / GSM 1800 / GSM 1900 / LTE 700,
National,Turks and Caicos Islands,TC,376,350,FLOW,Cable & Wireless West Indies Ltd (Turks & Caicos),Operational,GSM 850 / UMTS 850 / LTE 700,
National,Turks and Caicos Islands,TC,376,351,Digicel,Digicel (Turks & Caicos) Limited,Unknown,Unknown,
National,Turks and Caicos Islands,TC,376,352,FLOW,Cable & Wireless West Indies Ltd (Turks & Caicos),Not operational,UMTS 850,Former IslandCom MNC withdrawn
National,Turks and Caicos Islands,TC,376,360,FLOW,Cable & Wireless West Indies Ltd (Turks & Caicos),Not operational,Unknown,Former IslandCom MNC withdrawn
National,United States of America,US,310,004,Verizon,Verizon Wireless,Operational,Unknown,
National,United States of America,US,310,005,Verizon,Verizon Wireless,Operational,CDMA2000 850 / CDMA2000 1900,
National,United States of America,US,310,006,Verizon,Verizon Wireless,Operational,Unknown,
National,United States of America,US,310,010,Verizon,Verizon Wireless,Not operational,Unknown,Former MCI Inc.
National,United States of America,US,310,012,Verizon,Verizon Wireless,Operational,LTE 700 / LTE 1700 / LTE 1900,
National,United States of America,US,310,013,Verizon,Verizon Wireless,Unknown,Unknown,"Former MobileTel, Alltel"
National,United States of America,US,310,014,,,Unknown,Unknown,For testing
National,United States of America,US,310,015,Southern LINC,Southern Communications,Unknown,Unknown,
National,United States of America,US,310,016,AT&T,AT&T Mobility,Not operational,CDMA2000 1900 / CDMA2000 1700,Former Cricket Wireless; shut down in September 2015
National,United States of America,US,310,017,ProxTel,North Sight Communications Inc.,Not operational,iDEN,Puerto Rico; MNC withdrawn
National,United States of America,US,310,020,Union Wireless,Union Telephone Company,Operational,GSM 850 / GSM 1900 / UMTS,
National,United States of America,US,310,030,AT&T,AT&T Mobility,Operational,GSM 850,Former Centennial Wireless
National,United States of America,US,310,032,IT&E Wireless,"IT&E Overseas, Inc",Operational,CDMA 1900 / GSM 1900 / LTE 700,Guam
National,United States of America,US,310,033,,Guam Telephone Authority,Unknown,Unknown,
National,United States of America,US,310,034,Airpeak,Airpeak,Operational,iDEN,Former Nevada Wireless
National,United States of America,US,310,035,ETEX Wireless,"ETEX Communications, LP",Unknown,Unknown,
National,United States of America,US,310,040,MTA,"Matanuska Telephone Association, Inc.",Not operational,CDMA,"Formerly Concho Cellular Telephone Co.; then Alaska, shut down 2017; MNC withdrawn"
National,United States of America,US,310,050,GCI,Alaska Communications,Operational,CDMA,Former ACS Wireless Inc.
National,United States of America,US,310,053,Virgin Mobile,Sprint,Operational,MVNO,
National,United States of America,US,310,054,,Alltel US,Operational,Unknown,Uses Sprint's network
National,United States of America,US,310,060,,Consolidated Telcom,Not operational,1900,North Dakota; MNC withdrawn
